Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.0071079999979701824,-0.45576195493340493,-0.11042729884386063,-0.1715175461769104,0.4993309689386579
0.017063999999663793,-0.37973864972591403,-0.1459842172265053,-0.05246706604957581,0.41020193416748596
0.027019999994081445,-0.3440215176343918,-0.19135364055633547,0.11199172139167786,0.4092788365038004
0.03697699999611359,-0.46028389915823936,-0.15772045612335206,0.4115013098716736,0.6372364852471755
0.0469329999978072,-0.486930318698287,-0.09382383763790131,0.5616946452856064,0.7492695925494653
0.05688899999950081,-0.44804063357412816,-0.058758962452411655,0.5117407125234604,0.6826943546390354
0.066845999994257,-0.4314415577799082,-0.01766063779592514,0.3118565690517426,0.5326426903353101
0.07680199999595061,-0.2507975312322378,-0.027906421422958374,0.19551451921463014,0.3192242115700954
0.08675799999764422,-0.26016228564083577,0.3490352126955986,0.06886792123317718,0.44074117704873533
0.09671499999967637,-0.152202877253294,0.4452336046099663,-0.05561520695686341,0.4738055822413027
0.10667099999409402,-0.031073419600725176,0.3258163578808308,-0.022706492543220522,0.3280814552394385
0.11662699999578763,-0.06300089813768864,0.28352710157632827,0.06445385813713074,0.2975080340481419
0.12658299999748124,-0.1222940768301487,0.1788204261660576,0.202040011882782,0.29623091068209517
0.13653999999951338,-0.07915423337370157,-0.04495529428124428,0.2657442569732666,0.28090279681620334
0.146496000001207,-0.07430371217429638,-0.20937665954232218,0.3359739947319031,0.402787974423387
0.15645199999562465,-0.09485762536525727,-0.2271590656042099,0.46296323955059054,0.5243416551746491
0.1664089999976568,-0.09191585462540389,-0.18091855332255363,0.596753380894661,0.6303131324009142
0.1763649999993504,-0.10168530944734812,-0.13139482945203781,0.6666317009925843,0.687024255854478
0.186321000001044,-0.08358649592846633,-0.07573693782091141,0.5327585291862488,0.5445681192218134
0.19627699999546167,-0.0656527566164732,-0.053328360915184024,0.35940320312976837,0.36922196704581317
0.2062339999974938,-0.06086034212261439,-0.09347695156931878,0.26394799232482913,0.28654923550811034
0.21618999999918742,-0.09700315151363612,-0.127686525285244,0.19483097970485688,0.252334244199536
0.22614600000088103,-0.1131824703142047,-0.1406419086456299,0.09000385165214539,0.2017203791542464
0.23610299999563722,-0.10583738073706628,-0.058322321623563766,-0.0006829547882080078,0.12084498660717323
0.24605899999733083,-0.1190774504095316,0.03840392768383026,-0.01666397988796234,0.12622198335981627
0.25601499999902444,-0.1419144454970956,0.10783917501568795,0.06181793332099915,0.18865432512638503
0.2659720000010566,-0.21304706644266844,0.1365073424577713,0.1812379574775696,0.3112402677921855
